feature,coefficient,feature_type
introduces new,1.6697231197965203,word (tfidf)
investigation,0.4557573186824546,word (tfidf)
iowa,0.3132673502601702,word (tfidf)
iphone,-0.9376772855443822,word (tfidf)
iran,-0.32451144146170063,word (tfidf)
iranian,-0.9486975732748995,word (tfidf)
iraq,-0.2859031497692323,word (tfidf)
iraqi,-0.7754149540080323,word (tfidf)
isis,-1.51462481521734,word (tfidf)
islamic,-1.3504597768603772,word (tfidf)
island,-0.27204408431564725,word (tfidf)
israel,-0.7008529208301837,word (tfidf)
israeli,-0.3794048362519541,word (tfidf)
issue,0.2530916040600947,word (tfidf)
issues,1.542617737358353,word (tfidf)
italian,0.1070651666957321,word (tfidf)
italy,0.3987128647420418,word (tfidf)
items,0.3071856480308811,word (tfidf)
ivanka,-0.30133186147473123,word (tfidf)
ivanka trump,-1.063569761973831,word (tfidf)
jack,0.7276929387763166,word (tfidf)
jackson,0.38546802851724427,word (tfidf)
jail,-1.603978094419705,word (tfidf)
james,0.1362835082562333,word (tfidf)
james comey,-0.4126567478418126,word (tfidf)
james corden,-1.4132816175598149,word (tfidf)
january,-1.699932859221864,word (tfidf)
japan,0.1507384315469895,word (tfidf)
japanese,0.4194200621028026,word (tfidf)
jared,0.837516967987824,word (tfidf)
jared kushner,0.5488218035918724,word (tfidf)
jason,-0.5784724898665644,word (tfidf)
jay,1.2371924296732812,word (tfidf)
jeb,-0.2626999245881496,word (tfidf)
jeb bush,-0.4778854498886491,word (tfidf)
jeff,1.1845836434340926,word (tfidf)
jeff sessions,-0.8138649612194405,word (tfidf)
jenner,-2.8865195148787532,word (tfidf)
jennifer,-0.6059782716037035,word (tfidf)
jerry,-0.28776060610531434,word (tfidf)
jersey,0.7028150328548405,word (tfidf)
jessica,0.23795791715115203,word (tfidf)
jesus,0.9633807632971517,word (tfidf)
jewish,0.06658294556548752,word (tfidf)
jim,1.3412958828992183,word (tfidf)
jimmy,-0.27619032935123133,word (tfidf)
jimmy fallon,-1.1375591384803774,word (tfidf)
jimmy kimmel,-0.930525118656396,word (tfidf)
job,1.1095115410149825,word (tfidf)
jobs,0.10197840029978732,word (tfidf)
joe,0.29648079593594295,word (tfidf)
joe biden,-1.8783112248723277,word (tfidf)
john,1.7273938888203237,word (tfidf)
john boehner,-0.05097853136160832,word (tfidf)
john kelly,1.2198357561853346,word (tfidf)
john kerry,0.7017719934013933,word (tfidf)
john mccain,0.3244382231265871,word (tfidf)
johnson,-0.3637089328979433,word (tfidf)
join,-1.729506407111671,word (tfidf)
joins,0.017697615703489943,word (tfidf)
joke,0.9148907496765161,word (tfidf)
jokes,0.10949757424367361,word (tfidf)
jon,-0.7300891359818433,word (tfidf)
jones,0.8282211373074563,word (tfidf)
jong,1.402280122037833,word (tfidf)
jordan,-0.48576259271483374,word (tfidf)
journal,0.6239317752286438,word (tfidf)
journalist,0.09636074940160962,word (tfidf)
journalists,-1.0775950467392945,word (tfidf)
journey,0.1253512206377492,word (tfidf)
joy,-0.16294558323028352,word (tfidf)
jr,1.829410789386821,word (tfidf)
judge,-0.5724870554106007,word (tfidf)
july,-0.37110352091747906,word (tfidf)
jump,0.04171371803855389,word (tfidf)
jury,0.38050530558077467,word (tfidf)
just,1.899123785640094,word (tfidf)
just going,1.166965904445768,word (tfidf)
just got,-1.2910700188990787,word (tfidf)
just like,0.46868243757701106,word (tfidf)
just wants,0.738604481924674,word (tfidf)
justice,-0.40902595832611083,word (tfidf)
justin,-0.09980182482665481,word (tfidf)
kaine,1.2561980085817235,word (tfidf)
kansas,-0.7234819951623689,word (tfidf)
kanye,-0.4273096366422579,word (tfidf)
kanye west,0.4713288899172266,word (tfidf)
kardashian,-2.4945408117043346,word (tfidf)
kasich,-0.42853323328037135,word (tfidf)
kate,-0.4902140172250051,word (tfidf)
kavanaugh,3.9522504805992416,word (tfidf)
keeping,-0.010104292684584196,word (tfidf)
keeps,1.1063221751876198,word (tfidf)
kelly,-0.2020450602978913,word (tfidf)
kennedy,1.1414484511526548,word (tfidf)
kentucky,-1.7756947484989667,word (tfidf)
kept,-1.6010546495612827,word (tfidf)
kerry,0.8554680764695977,word (tfidf)
kevin,0.022253051660811672,word (tfidf)
key,-1.7145604171992017,word (tfidf)
kfc,0.8143833025079693,word (tfidf)
kick,0.38167640809317877,word (tfidf)
kid,0.37795992484104657,word (tfidf)
kids,-2.2802666100128466,word (tfidf)
kill,0.2521112406021413,word (tfidf)
killed,-0.302710259443154,word (tfidf)
killer,0.5893134652111344,word (tfidf)
killing,-0.6225515061324084,word (tfidf)
kills,-1.1968641111555012,word (tfidf)
kim,-0.27986123531264684,word (tfidf)
kim jong,1.402280122037833,word (tfidf)
kim kardashian,-1.2190730055754613,word (tfidf)
kimmel,-1.0623221386968578,word (tfidf)
kind,1.7906817809218696,word (tfidf)
king,0.8805406017784555,word (tfidf)
kitchen,0.6516975718646529,word (tfidf)
knew,0.40465968399505947,word (tfidf)
knife,0.7416902642469798,word (tfidf)
know,-0.09194799537057353,word (tfidf)
knowing,-0.08739819752074607,word (tfidf)
knowledge,1.816322224065202,word (tfidf)
known,0.38173528334275947,word (tfidf)
knows,0.3197536313640236,word (tfidf)
korea,-0.6964189048641459,word (tfidf)
korean,0.1560764457030223,word (tfidf)
kushner,0.17715821030261283,word (tfidf)
kylie,-0.9825252128529597,word (tfidf)
kylie jenner,-0.9825252128529597,word (tfidf)
la,-0.34113145183774124,word (tfidf)
labor,-1.8697638498564129,word (tfidf)
lack,0.21804703095703984,word (tfidf)
laden,1.1180295049585933,word (tfidf)
lady,0.40652364382579775,word (tfidf)
lady gaga,-1.1646222042967451,word (tfidf)
laid,0.7499784826674208,word (tfidf)
lake,-0.47234080699010134,word (tfidf)
lamar,-0.5261838920455246,word (tfidf)
land,0.5210022913232668,word (tfidf)
lands,-0.8069434769184597,word (tfidf)
lane,0.8477036958356232,word (tfidf)
language,-0.1353967335411881,word (tfidf)
large,0.6286276560785946,word (tfidf)
largest,0.4221468866220937,word (tfidf)
larry,-0.02289797884027268,word (tfidf)
las,-0.7740908970885039,word (tfidf)
las vegas,-0.34590908366783013,word (tfidf)
late,0.5795740255640018,word (tfidf)
later,-0.5185293811153892,word (tfidf)
latest,0.3005350276322192,word (tfidf)
latino,-1.3035140812600483,word (tfidf)
latinos,-1.2577904760216363,word (tfidf)
laugh,0.8463615327631795,word (tfidf)
launch,-1.3448400342173932,word (tfidf)
launches,1.353858755129055,word (tfidf)
law,-0.4684209190001106,word (tfidf)
lawmaker,-2.0814259778661386,word (tfidf)
lawmakers,-0.23454367898431008,word (tfidf)
lawn,2.0056428255688337,word (tfidf)
laws,-0.5888789168315454,word (tfidf)
lawsuit,-1.6083315739568953,word (tfidf)
lawyer,-1.0542641153439978,word (tfidf)
lawyers,-0.040474392941697745,word (tfidf)
lazy,0.8191890524117924,word (tfidf)
lead,-0.862953973528049,word (tfidf)
leader,-0.48225105169474713,word (tfidf)
leaders,0.41559964944739103,word (tfidf)
leadership,-1.3932468330639975,word (tfidf)
leading,0.5760830237172868,word (tfidf)
leads,1.0108705653797585,word (tfidf)
league,0.3597538186898902,word (tfidf)
learn,-0.35742812910450844,word (tfidf)
learned,-1.5935567085688338,word (tfidf)
learning,-0.795272090961082,word (tfidf)
leave,-0.6441431449262125,word (tfidf)
leaves,0.5007462891699069,word (tfidf)
leaving,0.06683942341270029,word (tfidf)
led,-1.0163708676706935,word (tfidf)
lee,1.1408126041428073,word (tfidf)
left,0.8200064063604766,word (tfidf)
legacy,-0.5238778370283459,word (tfidf)
legal,-0.06172713522847292,word (tfidf)
legend,-0.7830754463561044,word (tfidf)
legislation,0.7666363224414161,word (tfidf)
lena,-0.5778628661259748,word (tfidf)
lena dunham,-0.4605786098738217,word (tfidf)
lesbian,-0.599851379798091,word (tfidf)
lessons,-2.300023745019148,word (tfidf)
let,-1.1156225831888422,word (tfidf)
letter,-0.88756536189421,word (tfidf)
letting,0.155327645453703,word (tfidf)
level,0.036982717570961846,word (tfidf)
lgbt,-3.1864800060845115,word (tfidf)
lgbtq,-3.243708324707369,word (tfidf)
liberty,-0.28175666339358807,word (tfidf)
lie,-0.02419691820831624,word (tfidf)
lies,-1.159441327994958,word (tfidf)
life,-0.32355836596534243,word (tfidf)
lifetime,-0.43019633728928547,word (tfidf)
light,0.41283163616726376,word (tfidf)
lights,0.542152436695018,word (tfidf)
like,0.40367046820861563,word (tfidf)
likely,-0.46106140346785435,word (tfidf)
likes,1.0282981800618274,word (tfidf)
line,1.3466718366540205,word (tfidf)
lines,0.8730824406660056,word (tfidf)
link,0.2534947432392348,word (tfidf)
linked,-2.5119333225479785,word (tfidf)
links,-0.801955029540855,word (tfidf)
list,1.2759463137637037,word (tfidf)
listen,-0.8840796711372052,word (tfidf)
listening,0.9092168184660415,word (tfidf)
literally,-1.7819179216371028,word (tfidf)
little,1.691650166487658,word (tfidf)
live,-0.7546032841874251,word (tfidf)
lives,-1.1687974017843907,word (tfidf)
living,0.3883661724044774,word (tfidf)
lobby,0.6932791713732425,word (tfidf)
local,3.592549188940192,word (tfidf)
local man,0.8623817804711138,word (tfidf)
locked,0.47961302841381015,word (tfidf)
london,-0.38674360346898506,word (tfidf)
lone,0.5839719350398156,word (tfidf)
long,1.2730639315907761,word (tfidf)
longer,1.6190202100512707,word (tfidf)
longtime,1.5151397522460524,word (tfidf)
look,-0.20659392835239024,word (tfidf)
look like,-0.4564510870775212,word (tfidf)
looked,0.1641069837537556,word (tfidf)
looking,0.9662231544359542,word (tfidf)
looks,-0.3523907280697651,word (tfidf)
looks like,-0.46073764768187175,word (tfidf)
loose,1.076493332563985,word (tfidf)
lord,-0.7075439316582396,word (tfidf)
los,-0.021691275401094584,word (tfidf)
los angeles,0.28421749732127255,word (tfidf)
lose,-1.6345085471642795,word (tfidf)
loser,1.9936291783047955,word (tfidf)
loses,1.3973836938227822,word (tfidf)
losing,-1.5460812490202689,word (tfidf)
loss,-1.2844445658393364,word (tfidf)
lost,-0.25144918481424844,word (tfidf)
lot,0.20278863142669676,word (tfidf)
lots,0.4881555765535436,word (tfidf)
lottery,0.811129349168811,word (tfidf)
loud,1.2077578314211816,word (tfidf)
louis,-0.6958667388117131,word (tfidf)
love,-1.7187707007314912,word (tfidf)
loved,0.25141615689523517,word (tfidf)
loves,0.6370152266154808,word (tfidf)
loving,-1.293114864594654,word (tfidf)
low,0.05199970078102966,word (tfidf)
lower,0.5907364913004675,word (tfidf)
lucky,-0.22880103641822172,word (tfidf)
lunch,0.5175750729871066,word (tfidf)
lying,1.185318758211387,word (tfidf)
machine,1.253727812451491,word (tfidf)
mad,0.5080575795293285,word (tfidf)
magazine,2.058202142381553,word (tfidf)
magic,-0.5842561559197427,word (tfidf)
magical,-0.7419648918071653,word (tfidf)
maher,-0.7490155768006507,word (tfidf)
mail,0.5049487662325017,word (tfidf)
major,-1.0611774780799301,word (tfidf)
majority,2.0001446658954762,word (tfidf)
majority americans,0.7786780500897317,word (tfidf)
make,-1.2364220564682062,word (tfidf)
makes,-0.35814129236180714,word (tfidf)
makeup,-0.6424605671967534,word (tfidf)
making,-1.0771981102231933,word (tfidf)
male,0.49821071389126365,word (tfidf)
mall,1.2087886368189753,word (tfidf)
man,4.4045537468011355,word (tfidf)
man just,0.8312541679903677,word (tfidf)
manafort,0.7012075964517556,word (tfidf)
manager,1.3925747368915726,word (tfidf)
map,0.024572714578410967,word (tfidf)
march,-0.8893304796696713,word (tfidf)
marco,-0.6087553906412424,word (tfidf)
marco rubio,-0.6087553906412424,word (tfidf)
marijuana,-1.7261674456499818,word (tfidf)
marine,1.5004282052885451,word (tfidf)
mark,-0.7145729101647547,word (tfidf)
mark zuckerberg,1.483101365700999,word (tfidf)
market,0.6140312378584277,word (tfidf)
marketing,0.16254964307165165,word (tfidf)
markle,0.2594500214120361,word (tfidf)
marriage,-0.2926950640775913,word (tfidf)
married,0.06736071695794216,word (tfidf)
mars,1.477918883826334,word (tfidf)
martin,-0.4442409748681053,word (tfidf)
marvel,-1.0204747449783762,word (tfidf)
mary,0.5415100092713042,word (tfidf)
mass,0.6956446787073558,word (tfidf)
mass shooting,0.6053437844361401,word (tfidf)
massive,-0.7747066104075363,word (tfidf)
match,0.7672771637006678,word (tfidf)
mate,0.9701938269862351,word (tfidf)
matt,0.8086417183766121,word (tfidf)
matter,-1.1947539091144885,word (tfidf)
matters,-0.9896101282071779,word (tfidf)
maybe,0.0011157796235153194,word (tfidf)
mayor,-0.7028538761936425,word (tfidf)
mccain,2.27494192071038,word (tfidf)
mcconnell,0.2189199093414807,word (tfidf)
mcdonald,0.38542507097947154,word (tfidf)
meal,1.0981006768361787,word (tfidf)
meals,0.7593464434590234,word (tfidf)
mean,-2.204578550338495,word (tfidf)
meaning,1.1492878897770475,word (tfidf)
means,-0.9930167901801807,word (tfidf)
meat,0.5857077624395147,word (tfidf)
media,0.12796139258802772,word (tfidf)
medical,-0.30942431076729804,word (tfidf)
medicine,-0.28486060558864035,word (tfidf)
meditation,-2.0810833098753037,word (tfidf)
meet,-1.82045887708944,word (tfidf)
meeting,0.7386480047479395,word (tfidf)
meets,-2.0574876946243728,word (tfidf)
meghan,0.06145208824728751,word (tfidf)
meghan markle,0.2594500214120361,word (tfidf)
melania,2.2634459189800555,word (tfidf)
melania trump,0.817896987459971,word (tfidf)
member,1.1197497123556517,word (tfidf)
members,0.5308275032533577,word (tfidf)
memoir,-0.05124771585770879,word (tfidf)
memorial,-0.41552752277467336,word (tfidf)
memory,0.9902083556607105,word (tfidf)
men,-1.6186325110280388,word (tfidf)
mental,-0.22251152640280072,word (tfidf)
mental health,-0.8574864494299754,word (tfidf)
mentally,1.1898313738164517,word (tfidf)
mess,-1.1666629276035059,word (tfidf)
message,-0.9623363100121808,word (tfidf)
met,-1.4161544742195429,word (tfidf)
mexican,0.13713890449212993,word (tfidf)
mexico,-0.017128854522252993,word (tfidf)
meyers,-1.277940612137815,word (tfidf)
miami,-0.01580435910223372,word (tfidf)
michael,0.44261544312310513,word (tfidf)
michael cohen,1.312722717622065,word (tfidf)
michelle,-0.5532666345608027,word (tfidf)
michelle obama,1.4899778640835477,word (tfidf)
michigan,-1.6994673554203181,word (tfidf)
microsoft,-0.7352883469817875,word (tfidf)
mid,0.2602071465832138,word (tfidf)
middle,1.3150205378664848,word (tfidf)
middle class,-1.0594713982430233,word (tfidf)
middle east,-0.010728735890981904,word (tfidf)
migrants,-1.7574354777923893,word (tfidf)
mike,0.11915488963162589,word (tfidf)
mike pence,0.5630474588533498,word (tfidf)
miles,-0.4991627024310556,word (tfidf)
military,-0.5474772127834908,word (tfidf)
milk,-0.12485253442907457,word (tfidf)
millennials,-1.703924487844934,word (tfidf)
miller,0.12048031719639646,word (tfidf)
million,0.9912682749269309,word (tfidf)
millions,0.30708670745737726,word (tfidf)
mind,-0.254822451363458,word (tfidf)
minimum,-0.48972703485076124,word (tfidf)
minimum wage,-0.5850193897668621,word (tfidf)
minister,-0.9218634736308023,word (tfidf)
minnesota,0.547553135625326,word (tfidf)
minority,-0.09173600109673549,word (tfidf)
minute,2.116103048924465,word (tfidf)
minutes,2.3527138057442816,word (tfidf)
miracle,0.051635077160172606,word (tfidf)
miranda,-1.178867147303626,word (tfidf)
mirror,0.830368026921601,word (tfidf)
misconduct,-1.6838211285692906,word (tfidf)
miss,-0.13534416157458673,word (tfidf)
missed,-0.6851277817742706,word (tfidf)
misses,-0.05861370816045982,word (tfidf)
missile,0.1134890974809443,word (tfidf)
missing,-1.2489810638621313,word (tfidf)
mission,-0.23555040216696993,word (tfidf)
mississippi,-0.9066800863204528,word (tfidf)
mistakes,-0.5562264929387527,word (tfidf)
mitch,0.36810384304993415,word (tfidf)
mitch mcconnell,0.36810384304993415,word (tfidf)
mitt,-0.7607024359940124,word (tfidf)
mitt romney,-0.76521908043005,word (tfidf)
mix,1.0484015961111124,word (tfidf)
model,-1.170623491903716,word (tfidf)
modern,1.1773380166656036,word (tfidf)
mom,0.19145625237583996,word (tfidf)
moment,-1.4193623527966095,word (tfidf)
moments,-0.2912140461000146,word (tfidf)
moms,-2.2436628696783063,word (tfidf)
monday,-0.7716962001388589,word (tfidf)
money,-0.2958566120222063,word (tfidf)
monster,1.2540425517288736,word (tfidf)
month,0.8742839614167229,word (tfidf)
months,1.6603408102536552,word (tfidf)
mood,0.17743391881951118,word (tfidf)
moon,0.07110865621870299,word (tfidf)
moore,-0.533842702339158,word (tfidf)
morning,1.1316008212279536,word (tfidf)
morning email,-2.452504439000869,word (tfidf)
mother,0.908163923104864,word (tfidf)
mother day,-1.4634440995995985,word (tfidf)
mothers,-0.5593216156580885,word (tfidf)
mouth,0.8775759496752651,word (tfidf)
moved,1.1475705970511185,word (tfidf)
movement,-0.3966770178386292,word (tfidf)
moves,-0.24093130439508273,word (tfidf)
movie,0.9910013145167637,word (tfidf)
movies,-1.0795722333722264,word (tfidf)
moving,-0.18104248263100578,word (tfidf)
mr,1.3431359814807795,word (tfidf)
mueller,1.9768097317222793,word (tfidf)
murder,0.6851793096770333,word (tfidf)
museum,1.1148052344381425,word (tfidf)
music,-1.0792506382010925,word (tfidf)
music video,-0.7491441785306898,word (tfidf)
musical,-1.152248550050081,word (tfidf)
musk,0.4962548026266095,word (tfidf)
muslim,-3.389131583900219,word (tfidf)
muslims,-1.3972863727621732,word (tfidf)
mysterious,-0.47954796158535656,word (tfidf)
mystery,-1.111253988510191,word (tfidf)
naked,0.12176205634237093,word (tfidf)
named,1.5359743206708445,word (tfidf)
names,0.5823043648801728,word (tfidf)
nancy,1.5972549892325616,word (tfidf)
nasa,1.5362833732595478,word (tfidf)
nation,7.548775641406819,word (tfidf)
national,0.7350910108092618,word (tfidf)
national security,0.18352016714510624,word (tfidf)
nato,-0.4700808247616402,word (tfidf)
natural,2.1320672273229744,word (tfidf)
nature,0.26947313795476585,word (tfidf)
navy,0.5641929603919231,word (tfidf)
nba,-0.9877744436640212,word (tfidf)
nbc,1.031696158779937,word (tfidf)
near,-2.0281300428259437,word (tfidf)
nearly,0.6813686836001286,word (tfidf)
necessary,0.33225528141354604,word (tfidf)
neck,1.4930667066423655,word (tfidf)
need,-2.9822220951028258,word (tfidf)
need know,-1.8719984037827546,word (tfidf)
needed,-0.39885206204138773,word (tfidf)
needs,-0.9943977415173355,word (tfidf)
neighbor,0.6797593348570667,word (tfidf)
neighborhood,2.3381617843574394,word (tfidf)
neighbors,1.353874263212133,word (tfidf)
neil,-0.6918795905200604,word (tfidf)
nervous,1.5302708553174902,word (tfidf)
net,-1.5047223216999808,word (tfidf)
netanyahu,1.0354042633576996,word (tfidf)
netflix,-0.9560998773412422,word (tfidf)
network,0.678854869116642,word (tfidf)
new,1.3228934790641416,word (tfidf)
new album,-1.8897956988182318,word (tfidf)
new book,-0.25652912705335124,word (tfidf)
new hampshire,-0.21207260423855753,word (tfidf)
new line,0.656243597822852,word (tfidf)
new study,-0.19436434647552436,word (tfidf)
new year,-2.278348276200744,word (tfidf)
new york,-0.6093546071495435,word (tfidf)
newborn,0.8966661470971072,word (tfidf)
newly,0.595559574662721,word (tfidf)
news,0.10098959367688191,word (tfidf)
news roundup,-0.41523248886348596,word (tfidf)
newspaper,-0.6036931728426576,word (tfidf)
nfl,-1.7320359793817637,word (tfidf)
nice,1.4211612554674509,word (tfidf)
nick,-1.2911523898914066,word (tfidf)
night,0.9841972228284815,word (tfidf)
nightmare,-1.2200589807319124,word (tfidf)
noah,-1.4524099834987652,word (tfidf)
nobel,0.6935557030775916,word (tfidf)
nomination,0.9865987948265137,word (tfidf)
nominee,-1.2048287139397236,word (tfidf)
non,0.23166364121688218,word (tfidf)
normal,0.9322933542253545,word (tfidf)
north,-0.7783677899256546,word (tfidf)
north carolina,-0.902898442653835,word (tfidf)
north korea,0.35854319995222395,word (tfidf)
note,0.7305000881377756,word (tfidf)
novel,0.8564437401410674,word (tfidf)
november,-1.3140408061767235,word (tfidf)
nra,1.035220197134875,word (tfidf)
nsfw,-1.606757459253894,word (tfidf)
nuclear,-0.16394913180479137,word (tfidf)
nuclear deal,-1.3223901760728842,word (tfidf)
nude,1.6889725750570712,word (tfidf)
number,1.4928351043149835,word (tfidf)
numbers,-1.0973180349588463,word (tfidf)
nurse,0.3992732030077868,word (tfidf)
nursing,0.22255571747998495,word (tfidf)
nursing home,0.30392802699577537,word (tfidf)
nyc,-2.0917403886370916,word (tfidf)
nypd,-0.49452344280199506,word (tfidf)
obama,0.34836136874617774,word (tfidf)
obama administration,-1.7579381013724018,word (tfidf)
obamacare,-2.281043885593953,word (tfidf)
obsessed,0.6437546544571383,word (tfidf)
ocean,-0.10807188879626331,word (tfidf)
offer,-0.05361010682944878,word (tfidf)
offering,2.117596445079089,word (tfidf)
offers,0.24838375649418043,word (tfidf)
office,0.8031224648344568,word (tfidf)
officer,-2.6834036763807245,word (tfidf)
officers,-0.7898378641078031,word (tfidf)
official,-0.11599183803054355,word (tfidf)
officially,-0.35615448321607573,word (tfidf)
officials,-0.5163754304895335,word (tfidf)
oh,0.5704018692069938,word (tfidf)
ohio,-1.2266238848953241,word (tfidf)
oil,-0.37252306207856256,word (tfidf)
okay,2.1533854652849613,word (tfidf)
oklahoma,-0.6798290417885913,word (tfidf)
old,1.5713561774606184,word (tfidf)
older,-0.004265500605911739,word (tfidf)
oliver,-1.6820493877150389,word (tfidf)
olympic,-1.3257549165545328,word (tfidf)
olympics,-1.0572329805263083,word (tfidf)
ones,1.2476968902249457,word (tfidf)
onion,3.810198745531835,word (tfidf)
onion social,1.768013655032884,word (tfidf)
online,-0.6529878247868346,word (tfidf)
open,-0.157552014919616,word (tfidf)
open letter,-1.8644915421381179,word (tfidf)
opening,-0.03606781225867718,word (tfidf)
opens,0.28687743945591326,word (tfidf)
opinion,0.6867319367464308,word (tfidf)
opioid,-0.7418429559035694,word (tfidf)
opportunity,0.6688306453684664,word (tfidf)
options,-0.3158325295048491,word (tfidf)
orange,-0.5895034877041795,word (tfidf)
order,0.29881851452954644,word (tfidf)
ordered,0.8772909290444563,word (tfidf)
orders,1.145927689150588,word (tfidf)
oregon,-2.16890997276253,word (tfidf)
organization,1.3144002403775652,word (tfidf)
original,1.037557348102386,word (tfidf)
orlando,-1.3383638119297712,word (tfidf)
oscar,1.0858247408629806,word (tfidf)
oscars,0.45479728774531336,word (tfidf)
outbreak,0.040827918525920395,word (tfidf)
outraged,0.9580091718634031,word (tfidf)
outside,2.684095623021108,word (tfidf)
overweight,1.4340223437442308,word (tfidf)
owner,2.2174761695659697,word (tfidf)
owners,0.2836842366407,word (tfidf)
pac,-0.8753541411953467,word (tfidf)
pack,1.5172060787008224,word (tfidf)
page,0.8461835940181278,word (tfidf)
paid,-0.9116439906576104,word (tfidf)
pain,-0.38791452999727116,word (tfidf)
painful,1.0043081680669512,word (tfidf)
palestinian,0.15806634870634528,word (tfidf)
palin,0.5134996250846559,word (tfidf)
panel,-0.549226555155331,word (tfidf)
panic,-0.6000785402396758,word (tfidf)
panicked,2.236962535471853,word (tfidf)
pants,0.8421884350974908,word (tfidf)
paper,-0.16618095053200202,word (tfidf)
parade,-0.22612135024228236,word (tfidf)
parent,0.2747654283551641,word (tfidf)
parenthood,-0.9717912131226886,word (tfidf)
parenting,-1.1055669060310451,word (tfidf)
parents,0.7338707445034293,word (tfidf)
paris,-1.9263440859664345,word (tfidf)
park,1.590706056248823,word (tfidf)
parking,0.5685919543613276,word (tfidf)
parking lot,0.0893822415128592,word (tfidf)
parkland,-1.1605730507366578,word (tfidf)
parody,-1.063987094861264,word (tfidf)
partner,0.5263601795177555,word (tfidf)
party,1.2452543397328586,word (tfidf)
pass,0.1075973311633705,word (tfidf)
passed,0.6712300780374433,word (tfidf)
passenger,0.3996508495098512,word (tfidf)
passengers,0.7208926825096836,word (tfidf)
passes,1.1174361633023815,word (tfidf)
passing,-0.16450869183146688,word (tfidf)
past,-0.6284562598346353,word (tfidf)
path,0.18478961574720038,word (tfidf)
pathetic,1.052832420171266,word (tfidf)
patient,1.158190803799973,word (tfidf)
patients,0.40381987604858993,word (tfidf)
patrick,0.0017058065990543877,word (tfidf)
paul,1.552685296841987,word (tfidf)
paul ryan,0.0853132801019445,word (tfidf)
pay,-1.2376352745792105,word (tfidf)
paying,-0.6129483419247133,word (tfidf)
pays,0.21483275304808527,word (tfidf)
peace,-1.051068205306895,word (tfidf)
pence,0.7211168201514885,word (tfidf)
penis,-0.4823315487548272,word (tfidf)
pennsylvania,-0.9004884411455812,word (tfidf)
pentagon,1.8146086469072382,word (tfidf)
people,-0.12047277345595954,word (tfidf)
percent,2.497822719256219,word (tfidf)
perfect,-1.4719945392448168,word (tfidf)
perfectly,-1.7691714773117457,word (tfidf)
perform,-0.7103581762515004,word (tfidf)
performance,-1.615491160789485,word (tfidf)
period,0.1575493558447394,word (tfidf)
perry,-0.6534413637671485,word (tfidf)
person,1.4234731711335267,word (tfidf)
personal,0.2942351677306524,word (tfidf)
personality,0.2060508509103311,word (tfidf)
perspective,-1.1823564469775494,word (tfidf)
pet,-0.609174702046637,word (tfidf)
peter,0.3284949793782092,word (tfidf)
philadelphia,-0.23421762102458243,word (tfidf)
phone,1.1172222778242917,word (tfidf)
photo,-0.14026200850115847,word (tfidf)
photographer,-1.4523356123109068,word (tfidf)
photos,-2.3425471511143585,word (tfidf)
pick,-0.27520226853031143,word (tfidf)
picks,0.39139294670627,word (tfidf)
picture,0.312699063871685,word (tfidf)
pictures,0.9917184404467279,word (tfidf)
piece,1.7684268594068306,word (tfidf)
pieces,0.047678701206533156,word (tfidf)
pile,1.835341923194295,word (tfidf)
pipeline,-0.9468400869629192,word (tfidf)
pissed,-0.18616266702284573,word (tfidf)
pitch,0.6606715441786339,word (tfidf)
pizza,0.8390186246411915,word (tfidf)
place,2.138978999511289,word (tfidf)
places,0.1348174940294804,word (tfidf)
plan,0.33533012463116374,word (tfidf)
plane,-0.31140277050857496,word (tfidf)
planet,-0.7354038773769993,word (tfidf)
planned,-1.7134745419766682,word (tfidf)
planned parenthood,-1.586318362319212,word (tfidf)
planning,-0.19769521900298787,word (tfidf)
plans,-0.1741296322262668,word (tfidf)
plant,0.7429542954687267,word (tfidf)
plastic,0.6264251536779915,word (tfidf)
platform,-0.16248123494410924,word (tfidf)
play,-0.2566646357440696,word (tfidf)
played,-0.6474514197077995,word (tfidf)
player,-0.6919330073042926,word (tfidf)
players,-0.42305126077870436,word (tfidf)
playing,-0.22342480290777333,word (tfidf)
plays,-0.8428296815440366,word (tfidf)
plea,-1.226016382824334,word (tfidf)
pledge,-0.9268016211290886,word (tfidf)
pledges,1.3562180693145203,word (tfidf)
plot,0.263116921717143,word (tfidf)
plus,-0.5448815525266821,word (tfidf)
point,1.2427051758724643,word (tfidf)
points,0.28913236008507615,word (tfidf)
police,-2.5769964146149493,word (tfidf)
police officer,0.8958035845899796,word (tfidf)
police say,-2.028536029063055,word (tfidf)
policies,-0.8172539950441352,word (tfidf)
policy,-0.766056561481341,word (tfidf)
political,-0.690354314386764,word (tfidf)
politicians,-0.7149815892281517,word (tfidf)
politics,-1.3870006438646723,word (tfidf)
poll,1.2231419255881173,word (tfidf)
poll finds,1.5807864920584778,word (tfidf)
polls,0.38008246962511755,word (tfidf)
pool,1.4339729880896546,word (tfidf)
poor,0.188217515100829,word (tfidf)
pop,0.05389003564856082,word (tfidf)
pope,0.9858143322526758,word (tfidf)
pope francis,0.6723995791854226,word (tfidf)
popular,1.8141593252204562,word (tfidf)
population,0.9962258901949292,word (tfidf)
porn,0.8482957027023742,word (tfidf)
portrait,0.5040549583223191,word (tfidf)
position,1.5657911377206406,word (tfidf)
positive,0.1937912702358484,word (tfidf)
possible,-0.6397099326858902,word (tfidf)
post,-1.4048468815232513,word (tfidf)
